entry_time,exit_time,entry_price,exit_price,return_pct,max_drawdown,hit_stop_loss,hold_days,cumulative_return,cumulative_return_pct
2023-08-17,2023-08-18,26664.55078125,26049.556640625,-2.306411031148712,-2.306411031148712,False,1,-0.02306411031148714,-2.306411031148714
2024-03-19,2024-03-20,61912.7734375,67913.671875,9.692504638897844,0.0,False,1,0.07162544611562982,7.162544611562982
2024-08-02,2024-08-03,61415.06640625,60680.09375,-1.196730215006662,-1.196730215006662,False,1,0.058800980610264286,5.880098061026429
2024-08-05,2024-08-06,53991.45703125,56034.31640625,3.7836715053227823,0.0,False,1,0.0988625316116929,9.88625316116929
