Date,Close,returns,Volume,volatility_7d,returns_zscore
2023-08-17,26664.55078125,-7.097917151940503,31120851211,2.6108428650785465,-3.6071476948728876
2024-03-19,61912.7734375,-8.343356981432349,74215844794,4.465918517451365,-2.966858618969904
2024-08-02,61415.06640625,-6.032105869640059,43060875727,2.4292048801188275,-2.5378460783783847
2024-08-05,53991.45703125,-7.098647891315101,108991085584,2.959874016071468,-2.767261903934532
